filename,pitch_mean,pitch_std,energy_mean,energy_std,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,spectral_centroid_mean,spectral_bandwidth_mean,spectral_rolloff_mean,zcr_mean
s_200_1.wav,232.6393,30.4439,0.059656,0.030653,-231.3932,98.7609,20.2782,43.9447,43.2921,23.6841,47.2299,14.7797,-2.0945,14.806,-19.4121,17.0216,-40.1999,20.2086,-16.6539,14.8926,-10.6193,12.1861,-2.9769,9.6573,-11.2565,7.7186,-12.9267,9.3206,-5.7382,9.5376,2868.8429,2122.5126,5400.6076,0.235765
s_201_1.wav,292.4233,58.6233,0.047342,0.032015,-238.6389,79.7143,22.3937,33.5805,-8.964,31.2782,50.8588,19.0771,-21.0008,23.5406,-12.9494,13.2756,-24.0118,11.7185,-10.2351,11.9391,-3.2882,8.9352,-8.0017,14.3358,-5.5627,12.9286,-17.9662,12.981,-12.5831,11.698,2651.8596,1770.3431,4416.5483,0.217829
s_202_1.wav,375.0164,51.0537,0.067947,0.042,-273.1104,49.3758,33.9877,34.0332,45.855,21.7005,46.8366,15.1968,4.8563,10.2328,-19.8699,9.4154,-22.4424,18.7889,-10.9145,13.4503,-28.5497,11.982,-10.8479,10.4109,-26.6776,8.9228,-9.609,9.201,0.1616,12.7198,2280.2734,2126.2362,4756.0587,0.136928
s_203_1.wav,412.3552,30.2554,0.068129,0.035049,-241.5199,53.0008,27.832,31.074,27.4861,15.031,48.5315,13.44,4.2654,10.6035,-20.3108,10.4666,-23.3758,12.726,-16.8668,12.7191,-37.1689,10.6764,-8.6109,10.4134,-26.5561,10.8624,-14.1037,8.4204,-0.8874,9.7571,2354.5249,2082.9062,4797.9343,0.147055
s_204_1.wav,315.181,52.2379,0.070486,0.019044,-260.1366,67.2754,32.9646,47.8679,15.9459,29.5082,25.4323,24.7235,1.6175,19.8069,-32.3315,13.5077,-10.5117,15.1358,-13.641,14.3862,-28.5852,11.4101,-13.838,14.3107,-22.5159,7.7176,-16.6145,8.0029,-19.1848,7.3894,2274.1802,2015.6455,4555.6531,0.140378
s_205_1.wav,358.8022,75.6735,0.05477,0.040616,-273.8011,76.358,52.7128,35.4053,15.6867,17.4739,28.821,21.4715,-2.3428,15.549,-24.5535,17.9963,-5.9155,17.1181,-12.57,13.1562,-24.9963,15.3902,-11.0088,8.6237,-21.9702,9.9148,-12.8729,11.9174,-15.9139,13.3174,2107.7608,2055.5821,4567.9391,0.121143
a_001_0.wav,305.7845,12.77,0.061572,0.024048,-200.4134,67.2037,80.8537,33.7212,-62.3882,30.3837,-5.3693,19.8078,-33.3725,17.1178,-31.3509,18.0701,-23.5638,12.2643,-18.724,11.0272,-8.2265,7.8436,6.1689,8.8856,-8.5083,7.3621,-1.8534,7.1688,-15.9217,8.4736,1691.6026,1434.2547,3072.8635,0.116679
a_002_1.wav,219.3647,22.9301,0.064624,0.028628,-274.9185,81.6715,58.1097,83.4963,22.1751,26.369,3.274,26.727,-26.3944,17.4907,-1.9537,15.3901,-12.2895,10.4715,-3.8646,6.3313,-16.3549,7.9356,-4.3903,6.4572,-13.9434,6.7421,-5.564,9.1265,-7.6062,7.1621,2041.8373,1679.9252,3548.2088,0.174316
a_003_1.wav,248.601,14.5246,0.061211,0.035026,-233.2776,78.0768,106.7129,19.7927,-13.3684,31.6025,20.92,18.069,-10.8224,11.8399,11.5812,8.3451,-3.6163,8.9529,7.361,13.9983,-2.6086,7.9254,7.47,5.8861,9.7266,9.1235,3.8642,8.049,1.7129,7.1281,1386.6631,1515.1419,2813.7669,0.076792
a_004_1.wav,241.8215,29.5586,0.067206,0.030527,-198.9698,53.3315,83.1368,41.5608,20.4803,25.6134,26.9775,19.3986,-13.4445,17.545,1.7335,8.7937,-18.1473,12.9075,4.1953,7.763,-2.457,10.2336,5.9621,11.0244,7.4013,10.3418,0.3045,10.6256,7.5178,5.868,1889.8351,1837.839,3833.8695,0.121812
a_005_1.wav,207.816,38.882,0.071399,0.029088,-166.6521,34.3826,80.5862,28.6239,20.8873,12.5616,26.3353,13.5455,-13.5956,16.7361,-3.0168,11.8175,-18.2462,13.9313,2.2793,7.2879,-5.2938,6.084,0.182,7.2444,5.8276,6.3953,0.0132,9.1795,3.7714,6.0171,1814.7106,1891.0126,4061.7028,0.112793
a_006_1.wav,371.4902,49.9794,0.061387,0.025469,-170.185,40.9308,53.648,40.1804,-9.6479,37.599,15.2156,23.8039,-14.2444,20.8573,10.054,15.5164,-2.4868,11.5578,-5.0608,13.4221,-2.5042,9.6128,-1.7142,10.0111,-3.0653,10.1496,-3.1391,12.7684,-3.0046,6.2161,2431.6369,1844.0467,4521.1589,0.209086
a_007_1.wav,194.8247,50.4983,0.058733,0.029154,-207.2258,77.3937,73.4761,47.8199,-6.8443,48.7019,28.1388,34.7069,-15.1817,15.8681,-6.1451,13.405,-4.4563,9.0586,0.0861,8.4765,2.1796,11.2182,-2.986,9.999,7.1513,16.5363,-10.988,8.775,-1.9438,7.301,1900.012,1686.4542,3503.0777,0.114006
a_008_1.wav,266.4549,62.1004,0.0636,0.022882,-195.0337,58.4419,64.3755,30.5185,-6.0471,26.8636,23.031,24.4465,-17.6017,19.4881,-10.5263,20.1917,-10.5564,14.8558,-18.6328,15.3727,-2.8512,12.4273,-11.2973,14.8213,6.5303,11.6171,-6.9436,11.057,4.4597,7.3108,2033.7553,1850.9982,4095.6689,0.136693
a_009_1.wav,401.4181,34.8154,0.06635,0.02225,-216.1327,62.7214,47.6971,26.954,-27.7238,31.4803,-9.9155,18.7645,-19.0004,11.5041,-34.6663,17.8677,-13.4729,11.0334,-7.7368,5.4908,-5.6515,6.6444,-2.5094,11.4578,-10.5505,8.9233,-10.6209,9.4272,-9.0201,15.291,2166.0663,1864.262,3912.5,0.181359
a_010_1.wav,260.9578,14.5765,0.061927,0.025638,-185.8384,63.4904,59.8995,49.644,-4.3615,36.4273,7.4944,25.7567,-33.4679,24.1648,6.3041,21.4541,-14.3404,18.3654,-3.5703,10.3349,1.4194,9.9461,-2.4138,10.5179,0.965,12.0085,-9.6956,10.8073,0.0837,8.707,2340.6367,1799.8682,4438.8626,0.186779
a_011_1.wav,213.0495,56.2502,0.065025,0.030166,-257.3701,92.8674,95.5763,43.795,-2.813,36.7296,3.5712,23.8643,-35.5722,29.4061,-18.4695,17.7199,-19.2283,13.762,-8.7178,14.9414,-15.1458,11.1756,-3.8999,10.7786,-7.393,7.0106,-5.8614,10.229,-6.2264,9.3401,1573.9806,1565.421,3054.1295,0.094182
a_012_1.wav,243.6277,95.0701,0.063228,0.030139,-220.0331,75.9278,56.8938,52.7074,18.8568,44.689,3.2544,25.8387,-5.2636,18.7332,-26.1446,16.8026,2.9246,17.1634,1.5019,14.3823,-8.9625,14.107,-10.2465,9.8016,-5.1153,7.7025,-6.6694,16.6116,-0.5436,7.9282,2546.298,2011.9713,4454.3022,0.197112
a_013_1.wav,231.0966,62.9501,0.06956,0.024534,-211.8224,58.4652,88.1811,34.8775,-1.1747,29.4514,1.4918,26.3754,-32.1481,17.4935,-9.319,15.2109,-23.5469,14.829,-0.146,11.4424,-11.8539,8.1544,-6.1197,7.2011,-4.2045,11.3552,-17.889,10.8349,-3.4577,8.4895,1681.632,1684.1442,3499.0234,0.106733
a_014_1.wav,339.0703,52.9041,0.061954,0.03,-202.2155,87.8289,77.4271,40.6225,-7.453,31.2883,20.3722,15.0619,-11.2113,14.5724,-7.7344,18.0023,-14.0574,12.6153,-2.9697,9.6449,-2.4049,10.8838,-4.1754,9.4502,-0.5064,11.0693,-10.0252,13.7208,1.2925,7.8326,1889.3739,1721.5378,3699.7768,0.114169
a_015_1.wav,301.84,52.3813,0.066555,0.024254,-204.8722,64.911,91.2227,38.6502,7.07,26.0286,3.7285,19.6834,-17.8505,18.5256,-5.9036,13.4909,-7.3935,13.3554,-11.68,10.1573,-3.1134,7.7672,-2.5186,9.4574,0.8336,8.5838,-8.7812,12.882,0.437,7.976,1738.6209,1759.1552,3337.8564,0.106745
a_016_1.wav,286.7655,78.1087,0.068047,0.026074,-188.8867,48.6513,69.4666,45.0289,-4.2627,36.528,0.7676,26.3652,-10.107,13.2382,-3.2936,15.4426,-11.6173,12.3689,-5.6814,12.9212,-5.0867,11.5271,3.5928,9.8353,-6.5353,8.3525,-5.9546,9.9267,0.7671,6.7137,2017.0409,1802.5594,3834.7356,0.137628
a_017_1.wav,374.6201,63.8914,0.061198,0.023291,-183.4685,48.3586,52.1974,49.4854,-12.7153,46.4807,8.7152,24.1361,-22.8466,19.2927,3.6533,15.8913,-3.0392,10.3629,3.1191,10.4653,-0.835,9.7651,-1.0098,12.1821,-4.5473,10.4841,-2.8103,10.8708,7.9061,10.8981,2482.8221,1730.8204,4359.8737,0.214314
a_018_1.wav,337.0343,84.6159,0.066753,0.023952,-192.4075,51.3566,82.394,37.6522,0.511,29.3153,11.7019,30.1816,-15.4849,21.773,3.7775,13.3864,-11.5869,13.4003,-10.271,10.6898,-4.8886,10.6051,-6.3514,10.8453,1.7152,13.4634,-13.0252,9.124,4.9472,12.0374,1892.0885,1799.9047,3785.0586,0.127106
a_019_1.wav,197.5154,91.2694,0.059871,0.036049,-203.6245,60.5936,90.848,38.9588,17.8646,21.9845,6.9465,22.0603,-15.0577,19.644,-8.5061,10.714,-6.8074,9.0489,-0.7227,10.5654,-3.5679,8.9372,-11.8263,6.7413,-20.866,9.4683,-2.4298,10.7859,-8.6569,5.6782,1780.1937,1835.2993,3574.7159,0.107253
a_020_1.wav,270.6164,54.5196,0.066455,0.027144,-208.8048,62.7371,97.0623,24.4424,-10.6349,30.1809,2.9088,25.7832,-19.6293,20.9738,-6.187,12.1721,-15.9919,13.4239,-5.0149,13.8011,-3.4803,9.2907,-7.0257,7.8084,1.5529,8.1534,-16.6467,10.2978,7.9504,10.8822,1625.9252,1678.4515,3244.8255,0.10318
a_021_1.wav,254.3055,42.6619,0.063528,0.028712,-221.7936,67.0717,96.5774,24.7073,-8.4913,32.8618,12.3859,22.2799,-14.4658,19.1248,-6.2737,11.7605,-15.2397,14.6685,-2.2495,13.9961,-2.0736,8.7321,-6.2735,7.1284,3.2891,7.4727,-13.9585,10.2296,8.2465,10.3086,1667.4276,1674.3752,3248.5651,0.103247
a_022_0.wav,135.1747,29.1332,0.066099,0.032092,-229.7163,74.1033,111.9484,54.0581,7.7712,30.4891,41.1176,19.5104,-11.8053,15.8036,-12.7517,12.2254,-22.3506,15.6626,2.692,10.8049,-7.3217,9.7004,-4.0377,10.9866,-1.0954,6.4425,-2.3849,7.869,-5.0663,7.4115,1396.7299,1466.4853,2772.6716,0.080116
a_023_1.wav,227.3021,47.375,0.063437,0.027328,-189.6707,90.3234,95.1303,34.1601,-2.432,31.9833,23.1985,22.2657,-7.0444,15.4445,-4.4745,19.9621,-7.1306,11.0095,-6.5344,12.6565,6.0229,7.3439,-3.7167,13.79,-5.198,9.7636,-5.9667,8.4286,-2.6846,10.5425,1712.8023,1718.7118,3449.7396,0.109855
a_024_0.wav,273.9042,72.2893,0.055579,0.031292,-233.1925,95.6633,122.6258,41.3861,-30.0422,35.6198,-24.8449,17.4674,-25.2788,13.2589,-2.6473,10.3219,0.9134,12.8847,-8.3783,10.9577,-17.3975,11.9119,11.025,10.6591,-11.9308,6.7945,-8.0966,7.8064,-10.6759,6.0841,1457.2552,1393.1765,2565.4634,0.112221
a_025_1.wav,223.5658,51.4276,0.06301,0.034259,-241.7378,67.208,89.6967,56.0601,4.1864,33.8831,28.141,28.7983,-7.3928,17.3046,-19.6419,22.4409,-0.8536,11.6919,-8.82,12.187,-3.2576,11.4153,-4.5171,10.1301,-3.6928,10.9285,-8.8953,9.472,-1.4296,6.5924,1714.2515,1589.9437,3060.5254,0.121035
a_026_1.wav,204.7838,39.3153,0.052978,0.0315,-167.6188,73.6707,69.5886,17.4738,-4.7954,16.67,22.2651,17.2703,-4.2621,18.2304,12.7335,16.9632,1.1625,14.1794,-2.0584,10.7005,8.3149,3.5967,13.0349,5.3998,0.8338,4.631,-0.7819,4.5697,1.6438,6.3801,2091.9684,1952.5223,4363.8393,0.134091
a_027_1.wav,316.0824,54.4009,0.060795,0.027461,-207.7959,55.8848,58.2002,35.0801,-19.6232,27.4768,14.6335,23.9853,-24.9565,18.7426,-6.6891,17.1251,-10.5553,16.8583,-15.3948,13.3322,8.4336,14.5608,-7.0565,13.5558,0.0468,12.1893,-21.5916,13.6159,-4.4308,9.1595,2110.7324,1759.9737,3989.2979,0.15029
a_028_1.wav,261.3038,27.3593,0.05969,0.030549,-254.4925,82.4184,93.9816,29.1398,-22.9103,24.112,10.5149,21.9597,-40.5503,31.2543,0.2329,18.266,-9.264,16.9919,-21.883,20.6391,13.7151,9.1843,-19.3198,12.7939,-5.1944,16.9325,-11.7882,7.8164,-0.4634,9.6365,1587.6681,1503.308,3361.4784,0.094454
a_029_1.wav,236.8056,30.1895,0.063855,0.02969,-259.5904,79.7756,99.5015,44.9027,11.6244,30.5922,2.3204,21.5814,-13.1572,18.3345,-8.8227,16.987,-4.369,10.9507,3.0634,9.5328,-4.6927,8.9717,0.3956,8.1609,4.3802,8.4751,-6.842,8.3905,1.8804,6.7936,1560.309,1596.5064,2926.6137,0.091229
a_030_1.wav,211.1444,28.116,0.058207,0.033018,-230.1905,96.8134,97.3717,57.6662,27.6654,22.6278,-5.5369,18.5184,-35.4905,28.042,4.333,10.6596,-2.683,16.491,-3.0625,18.5563,-7.3812,9.1278,3.9237,6.2229,-3.2296,6.8961,-11.3878,7.3864,-1.9713,9.8574,1889.8268,1741.3782,3522.8987,0.138487
a_031_1.wav,165.7298,64.724,0.06137,0.033096,-202.355,83.4872,81.2591,47.9214,-0.6183,46.7985,-4.2944,36.6477,-21.3996,27.1854,-4.6523,11.5616,-10.3721,20.0676,-0.0097,10.3329,-6.6714,9.9837,5.7733,11.2299,-2.3314,6.6929,-11.2545,9.3913,-1.0311,11.5112,2031.4235,1731.3349,3803.5103,0.154665
a_032_1.wav,287.6229,44.0,0.058969,0.026675,-211.9339,85.7791,64.2165,33.404,-16.5797,43.8051,28.8611,22.3798,-19.6359,20.7622,-7.2862,20.1007,2.5308,12.6065,-9.3557,12.2284,4.7027,10.3368,-6.6361,16.9544,-6.3819,11.9265,-12.5602,10.3046,-1.3388,12.5663,2032.3114,1793.3647,3838.7957,0.109732
a_033_1.wav,214.6406,39.5066,0.063658,0.029941,-213.11,50.8297,119.5897,36.3338,1.2968,35.7083,-6.1123,23.2498,-25.6272,22.7375,6.2705,19.4205,-11.9248,9.631,0.9606,8.1978,1.9432,9.051,2.229,8.5698,-5.4119,6.9067,2.6605,5.707,-0.4335,9.5795,1458.3037,1538.7463,2755.5398,0.085156
a_034_1.wav,314.9126,76.553,0.064637,0.029282,-246.0759,89.2449,38.0208,67.0633,43.4413,31.1888,11.4665,33.4425,-11.9368,21.6858,13.1584,13.0003,-10.7819,17.9155,-5.2966,14.6395,-12.3162,13.134,-2.5419,11.78,-8.2685,10.3033,-6.7975,9.6194,5.1585,8.2768,2600.2384,1969.3258,4702.9926,0.188452
a_035_0.wav,343.664,49.0037,0.067709,0.023864,-225.6108,74.6734,94.1809,41.7475,-7.951,35.2729,-6.7736,14.904,-14.3472,15.752,-18.9513,19.9838,-35.3063,11.889,-9.1292,15.8106,-5.6112,9.9756,-6.8488,12.0705,-17.2398,8.51,-13.3175,10.718,-24.8651,9.4073,1613.8969,1603.6555,3051.2972,0.122863
a_036_0.wav,270.6656,30.354,0.066146,0.026063,-231.328,45.2334,87.071,40.4308,-0.1634,19.3142,-22.9252,27.2529,-36.6005,22.0487,-10.9806,13.3452,-17.6649,16.4236,-19.875,10.2857,-13.7253,8.5037,-10.214,11.8973,-13.3754,8.7096,-9.2451,8.0492,-14.2306,6.535,1688.024,1666.8686,3218.5595,0.133301
a_037_0.wav,220.6568,19.7935,0.06992,0.021213,-209.7015,43.2588,97.9433,46.1873,-38.1537,22.6152,-0.6169,22.8291,-24.3106,16.9366,-23.214,18.7987,-15.8149,15.1928,-27.4946,10.2158,-12.3115,6.2353,-3.4859,11.9123,-14.4936,8.7501,-6.6524,7.7591,-10.9129,8.7198,1545.3748,1392.3073,2686.5473,0.106195
a_038_1.wav,279.6658,53.4976,0.06666,0.023127,-211.4491,70.4422,82.1697,30.2099,7.152,25.0162,-15.5493,19.2967,-23.1288,14.9896,-0.533,18.3055,-12.5407,19.4059,2.1128,11.2418,-0.3379,10.8835,6.3702,10.1723,-8.3694,8.4355,2.4661,10.0721,-4.6237,10.227,1727.5667,1855.477,3746.875,0.092798
a_039_0.wav,323.827,160.6231,0.06219,0.034291,-259.6665,63.6356,129.7889,34.1316,-29.5239,29.0289,-10.489,23.9055,-42.6185,28.9188,-17.5655,17.5748,-22.937,16.7466,-15.3368,14.5607,-25.8901,11.6767,-7.7453,8.4466,-6.2002,11.1247,-4.8614,8.2855,-9.0219,8.995,1237.9033,1239.073,2110.4911,0.091392
a_040_0.wav,257.7043,38.6059,0.063086,0.029047,-254.4781,115.1191,44.6875,66.0878,30.469,26.0555,-6.354,25.769,-33.8883,27.6672,-9.8742,15.804,-17.7548,11.941,-3.3677,7.4599,-13.5279,8.6203,-9.9062,6.747,-8.3332,6.6043,-8.1722,6.3068,-3.6335,6.2873,2478.615,1951.7051,4709.4415,0.240899
a_041_1.wav,364.2971,87.9419,0.069012,0.021678,-208.5423,50.854,107.9679,24.1684,-15.466,29.8686,6.2051,20.1328,-29.993,22.3932,7.5579,17.6332,-15.3678,11.7462,-7.4643,12.171,-2.9581,8.2392,-5.6555,9.3844,0.8291,10.7473,-9.4048,13.502,15.6517,16.4731,1436.8366,1509.9205,2948.5013,0.081473
a_042_1.wav,270.4137,85.5054,0.065462,0.026152,-225.7229,71.1611,73.3235,43.7794,-15.6904,36.0542,2.5915,32.3534,-32.1675,25.8696,-1.2272,15.5144,-20.9169,17.0523,-18.0402,14.2361,-5.2086,11.7044,-18.6786,13.488,7.0121,10.2537,-17.4777,16.0962,2.7839,11.9534,1994.0009,1746.1076,3815.4481,0.145839
a_043_0.wav,209.0836,26.6339,0.05969,0.022003,-149.5641,90.734,62.3051,42.5714,-16.5602,29.2034,10.8886,16.7056,-17.264,17.9486,-16.3453,16.2054,-10.8888,15.2809,-12.5981,14.8202,-10.7368,11.1124,-14.6477,9.7281,-10.5381,11.9448,-10.3902,7.886,-20.4103,7.8402,2296.4175,1894.3647,4401.006,0.146116
a_044_1.wav,168.2842,26.7002,0.06816,0.028412,-208.5362,53.6815,94.5116,43.6677,19.0931,22.1038,0.1059,27.1431,-18.3125,20.1484,-15.4148,20.174,-13.5752,12.9085,-7.6598,9.4286,-11.4582,10.1017,-0.1192,12.0348,-11.7222,9.6163,-2.2633,7.2695,-8.5038,7.172,1663.2202,1749.4234,3230.3204,0.109727
a_045_1.wav,258.484,23.4445,0.062185,0.025139,-201.7346,77.2714,42.6493,36.2921,10.8083,32.8314,15.5387,25.8094,3.5849,16.3373,-23.9914,18.5013,-3.7852,13.8946,-13.0622,12.8321,-7.966,13.6059,-2.8941,9.17,0.0767,8.2732,-15.6685,9.4241,1.3191,9.1352,2611.7712,2228.8118,5386.4993,0.166273
a_046_1.wav,225.9117,45.9705,0.06361,0.027528,-203.7419,79.0859,75.6084,42.4716,8.6792,37.3882,3.2014,24.1566,-0.5663,16.393,-15.3736,19.3503,-7.8649,12.9898,-3.6076,12.633,-3.0599,14.9356,-0.045,10.29,4.697,7.6594,-7.6941,10.3994,-0.0669,7.1944,2060.6146,1989.8427,4218.8632,0.114866
a_047_1.wav,185.646,49.4,0.053656,0.038365,-176.8463,49.2395,69.4881,24.3089,-5.744,31.8731,16.9577,17.0905,-4.2559,22.5453,15.3474,11.6671,-12.0136,10.6251,5.3383,7.1246,-4.514,7.128,6.3845,8.7497,-0.1322,6.0028,-4.9361,9.3216,5.6049,5.9242,2276.2056,1966.9129,4672.1491,0.162101
a_048_1.wav,259.8434,31.2105,0.067087,0.025443,-223.9792,65.0207,101.2593,30.0214,-4.1759,53.0133,17.6411,19.8932,-20.6908,18.1185,5.1264,23.1499,-7.8377,12.4443,10.0283,8.3561,2.4192,9.6979,5.6342,8.617,-1.3472,8.728,1.2947,9.3865,6.1463,7.6162,1491.5484,1547.2957,2980.2766,0.091221
a_049_1.wav,264.9557,32.8425,0.059845,0.024532,-207.8004,62.2948,62.356,55.3228,-5.0841,31.7154,17.5371,23.5192,-21.0786,15.64,0.4174,16.0917,-8.1435,9.1844,-7.012,12.4056,-0.3334,10.6487,-2.4414,11.7008,6.4049,11.6438,-6.4217,9.6958,-4.4581,9.9747,2057.6072,1683.0811,3795.5729,0.158952
a_050_1.wav,305.9699,50.6665,0.064113,0.025457,-215.5242,51.8239,73.3764,41.9234,-7.4503,30.4591,0.5901,29.7688,-19.9689,22.0564,-12.8779,16.7155,-8.565,14.3119,-2.2268,11.0638,-1.3192,10.8229,0.3047,11.4949,3.9561,9.7957,-6.1865,10.43,-2.8544,7.477,1944.1857,1757.5965,3853.3181,0.1536
a_051_1.wav,351.7707,118.6423,0.059083,0.027492,-274.9125,122.6715,30.4115,64.5832,-3.5555,43.0156,-0.0315,33.621,-14.8327,25.0442,-19.2167,18.6007,-8.8974,14.0069,-19.6834,10.7802,-7.9621,11.7782,-11.4661,7.551,-7.107,9.6621,-10.6934,14.3211,4.5062,17.2113,2857.9562,1765.2814,4460.2865,0.261041
a_052_0.wav,128.4927,46.5092,0.062009,0.032547,-239.5533,60.0471,132.0418,41.6644,11.0158,30.3216,13.4771,12.1457,-1.4647,26.9475,-10.2909,13.5969,-3.0129,14.2273,-16.9995,15.3284,-3.7555,8.8456,-7.3724,9.1889,-2.5395,9.1031,-4.4562,7.7362,-7.1656,8.4091,1405.4778,1527.5456,2573.7847,0.09898
a_053_1.wav,357.141,78.6044,0.060047,0.029677,-194.5957,69.9034,56.6887,39.3699,-33.3095,33.986,-8.404,16.1117,-32.6395,17.1759,-7.9987,12.3654,-14.5543,15.9842,-9.8704,13.9521,-7.414,13.8224,0.0177,11.8501,-16.0443,9.5759,-4.0822,13.1077,-1.3272,11.3048,2142.4818,1670.9491,3909.1396,0.189767
a_054_1.wav,333.312,55.724,0.053689,0.034396,-213.8264,63.9008,57.2908,42.5767,-17.7716,23.5787,-11.2194,19.8163,-31.99,19.9877,-6.5737,12.6169,-12.1066,12.6952,-16.3306,9.5622,-8.4632,9.7286,7.5633,8.4641,-18.5766,8.5739,1.0154,11.0398,-6.7144,7.4867,2232.8047,1731.6234,4061.553,0.197014
a_055_1.wav,333.7156,93.5554,0.056071,0.030044,-195.1848,85.4189,53.0597,36.8969,-38.1646,37.9594,-2.4533,12.7803,-28.9712,16.7893,-7.2973,11.804,-14.7131,18.2786,-6.4589,14.6124,-10.2017,13.0528,-3.2298,12.8371,-13.3836,9.709,-5.4621,12.0261,2.1583,11.8777,2211.3298,1701.4422,4108.1597,0.194737
a_056_1.wav,324.1138,59.2079,0.057551,0.030791,-210.5033,68.2078,75.589,48.9284,-16.6543,32.0735,7.8171,28.1825,-24.5361,23.0711,4.7321,21.932,-7.5088,17.2215,-10.0491,16.5623,0.6961,11.4922,-13.7399,10.1657,-7.2666,14.6621,-12.8825,12.9864,0.4815,10.5793,2050.9361,1691.7307,3870.5136,0.170304
a_057_1.wav,303.5866,58.9241,0.055811,0.034668,-211.7944,68.1163,77.3219,37.0955,-33.5264,37.0494,5.4237,22.9649,-24.9775,20.1249,4.1123,22.5945,1.8252,15.2479,-11.0429,15.0042,10.0637,11.712,-14.3696,8.5445,-5.8462,8.6464,-15.2322,10.2336,7.4544,9.8511,2005.2398,1692.6309,3901.2681,0.145225
a_058_0.wav,140.3784,53.5657,0.059455,0.034849,-236.0293,73.3958,133.8172,49.9121,-1.4206,28.0343,-4.8205,17.2505,-13.8249,20.109,-6.5579,16.4888,-2.5635,12.9594,-1.1737,10.8103,-13.3693,14.9105,1.2696,9.8756,-3.0244,10.0734,2.0859,11.0557,-5.0845,10.1964,1433.3248,1447.7503,2577.1484,0.112651
a_059_1.wav,246.495,99.5214,0.071862,0.024145,-220.3306,50.8263,92.7513,42.3014,11.3333,25.9815,12.1744,22.764,-24.9347,22.9572,-8.7918,12.8914,-9.9009,13.8922,-5.2333,11.4676,1.1683,9.5284,-1.1521,8.4784,0.0576,9.8598,2.6596,8.6348,2.083,9.0364,1642.1464,1662.0056,3211.1545,0.114332
a_060_1.wav,139.7817,10.3998,0.069789,0.031999,-232.7648,48.8679,126.5673,38.1924,-3.1126,31.9735,33.0173,18.3571,-9.7929,18.2091,7.5419,13.4261,-13.3683,13.189,-5.5755,12.2384,-6.0361,10.5233,-9.2046,11.8792,6.4358,11.1882,-3.3958,8.249,-7.6866,11.5644,1269.3236,1432.9839,2617.8977,0.071118
a_061_1.wav,252.4822,35.8988,0.05911,0.028599,-237.1241,84.0797,48.3228,38.5405,-21.4485,31.8076,15.6709,27.5991,-19.451,15.7426,-29.1222,23.3512,-15.797,16.6575,-14.191,10.6382,-18.1669,13.4066,6.5298,14.6679,-8.2831,8.9534,-1.8227,7.5348,-8.3432,10.9677,2117.3041,1734.7598,3749.1319,0.158637
a_062_1.wav,368.1606,100.7721,0.056244,0.038494,-278.2718,63.1641,90.6904,34.184,-12.423,37.9899,13.44,28.6233,-12.6762,34.2526,2.908,23.4377,6.7346,11.3641,0.6212,8.5332,0.3417,12.4642,-3.9303,8.0745,-3.3128,6.7358,-0.3678,16.4146,15.2082,16.4818,1639.0569,1646.3113,3191.985,0.094591
a_063_1.wav,348.6703,78.9183,0.062241,0.03055,-288.5261,132.4486,69.8817,36.8899,-8.4805,38.4177,-14.8012,26.3588,-38.0794,24.3377,-3.6194,17.8614,-9.5203,10.6811,-6.2853,10.5395,-12.3714,14.1722,-2.7307,6.9333,-3.6679,9.5851,-10.7845,13.3991,-4.9357,17.5306,1794.8509,1661.2737,3373.0177,0.145435
a_064_0.wav,123.4339,43.2959,0.064839,0.035197,-235.1178,52.0347,112.2025,65.5724,15.4824,23.8264,24.9447,20.4777,-3.4708,17.7333,-1.9743,14.7047,0.5322,11.4936,0.1834,14.2867,-5.0526,11.4895,2.4337,9.8383,-1.7241,9.8268,-1.4947,8.8572,-9.1928,10.0792,1632.8546,1567.4308,3083.4037,0.136376
a_065_1.wav,209.8521,22.7026,0.070743,0.02368,-231.1373,46.965,121.9122,29.2574,-16.3051,31.1674,1.6667,15.2234,3.594,13.4875,-31.6801,20.9614,-7.435,9.7261,-3.1611,9.1298,-1.8885,11.4751,2.0017,8.2193,1.7554,7.748,1.6004,7.2574,-5.015,5.4104,1324.3038,1461.604,2501.9097,0.086328
a_066_1.wav,184.7445,15.8047,0.069165,0.023829,-227.5392,42.3921,129.939,41.5741,-7.5801,31.0304,-15.3136,24.8502,-2.0934,14.9946,-17.447,15.7972,-5.1445,14.1136,-2.2844,10.9941,-2.8642,10.0481,5.9089,10.2522,1.9533,6.5024,1.3264,7.5246,-5.1179,7.7815,1367.8173,1419.9144,2349.3721,0.107299
a_067_0.wav,146.9038,70.6998,0.069396,0.02993,-193.5425,50.868,122.9108,54.7141,1.8434,25.2063,4.483,17.7639,-13.974,17.989,-13.8801,12.2824,4.6217,12.5537,-11.3301,11.5799,-6.4745,7.7506,-9.4217,9.2176,1.1718,10.5409,5.3988,10.7183,-10.4466,9.4972,1521.6698,1572.0171,2805.4497,0.108744
