filename,pitch_mean,pitch_std,energy_mean,energy_std,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,spectral_centroid_mean,spectral_bandwidth_mean,spectral_rolloff_mean,zcr_mean
s_024_1.wav,186.0624,28.7711,0.070955,0.024409,-275.5554,87.8088,116.9401,31.0884,14.391,26.0989,-8.9106,26.9317,-27.4395,18.6623,6.192,17.9408,-8.5726,16.0433,-8.6858,7.6052,-6.9691,10.2786,-13.3162,10.9116,-8.6651,8.6628,-12.3706,8.072,2.8985,11.2429,1149.5927,1481.28,2175.2673,0.064742
s_025_1.wav,239.2894,70.2815,0.063673,0.033001,-224.2583,40.3401,99.1522,28.976,13.3585,22.7841,13.4985,21.1602,-13.7728,14.4097,-8.5992,14.1415,-14.9264,12.6748,-3.7075,8.9086,-7.8007,11.8415,2.8222,7.4574,-2.3885,6.1837,-1.1001,7.7357,-2.3182,8.6837,1496.0772,1716.7733,3080.4688,0.088416
s_026_0.wav,120.8621,6.3917,0.064857,0.019298,-223.643,65.0416,71.6133,83.4713,14.286,34.7693,35.8141,34.3644,-17.6178,20.1165,1.5774,21.6865,-15.3418,18.9722,0.6156,17.6111,-10.6101,12.5507,1.3661,7.7096,-7.184,9.7665,-0.2148,8.9364,-3.1178,6.5378,2001.3855,1502.6427,3414.0625,0.176638
s_027_1.wav,211.798,19.5805,0.058124,0.034218,-205.6171,57.0891,36.4439,56.4384,22.6062,38.1555,-1.5598,20.9858,5.0332,18.043,-3.9544,13.3635,-14.9672,14.1469,13.7772,9.5067,-16.5356,12.3491,1.5825,8.4558,4.1574,8.5603,-6.4216,12.1116,5.3415,8.7939,3182.2841,2042.2126,5338.0102,0.288475
s_028_1.wav,200.9078,30.615,0.069481,0.029089,-280.2439,66.7447,109.1497,56.3748,-14.6392,35.5027,29.348,24.8193,-24.553,18.3954,-16.64,14.2755,-15.6969,10.4082,-8.9746,9.0319,-10.0531,10.5673,-4.9791,8.6529,-3.5198,7.8225,-9.3639,6.9882,-11.1239,8.0468,1372.7988,1298.2787,2593.3431,0.109731
s_029_1.wav,207.2556,70.9459,0.055268,0.040736,-226.888,45.7512,87.991,35.5021,20.7493,25.7977,12.0738,23.5233,-10.4178,17.756,-0.113,13.5447,-3.6929,10.1245,1.8184,10.335,-0.0619,5.0336,5.6684,7.0009,-2.0859,7.2692,-2.1759,6.1699,1.5161,6.1944,1903.4797,1868.3076,3775.0,0.13252
s_030_1.wav,218.5351,19.2599,0.068324,0.022072,-235.5805,56.9498,52.0679,58.2113,-15.3872,42.2061,39.7902,26.9209,-27.09,16.68,7.4103,11.9564,-21.8864,12.1111,-6.3321,11.964,-15.3465,10.0342,-12.934,8.7626,-3.1619,10.4156,-21.9245,9.9486,0.3389,8.9054,2018.9989,1601.9434,3852.1273,0.132265
s_031_1.wav,252.4288,15.7454,0.066665,0.032084,-225.056,44.5438,111.0926,26.4927,2.2226,26.2499,8.6948,24.0196,-29.3414,27.0869,-20.4421,19.4583,2.2754,13.1564,-8.1475,11.9098,-4.7237,9.0597,9.7928,8.8785,3.7678,8.6117,5.4323,10.3785,-4.7751,7.7085,1318.0269,1520.7611,2679.9616,0.077174
s_032_1.wav,275.9758,10.9802,0.069671,0.030252,-235.3302,43.8278,120.1909,13.7933,-2.5238,30.7507,3.602,24.3888,-11.628,15.6173,-13.4073,10.4171,-0.6168,10.0032,0.5665,11.8044,-9.8656,12.4977,5.4312,7.7396,2.0114,10.2623,0.5735,8.89,-7.3598,5.5392,1207.9488,1451.0621,2088.9617,0.073636
s_033_1.wav,264.7073,18.3238,0.068864,0.030405,-226.5914,42.1158,114.3029,23.5727,-0.1025,28.1805,6.3269,24.5018,-23.7079,25.4088,-18.5219,17.1768,1.3041,12.3435,-5.2028,12.7581,-6.7122,10.7446,8.4337,8.8297,3.3615,9.309,4.0229,10.1984,-5.6357,7.2765,1279.9958,1489.9565,2460.8456,0.077866
